age,gender,education,county,employment_status,years_experience,job_applications,months_unemployed,unemployment_barrier,description,recommended_intervention
18,Female,Secondary,Nyeri,Self-employed,7,34,34,Geographic_Barrier,Remote work options are limited in my field,Commuter subsidy
26,Female,Primary,Nyeri,Employed,6,29,28,Market_Mismatch,My field of study doesn't have many opportunities locally,Career redirection counseling
31,Female,Bachelor,Mombasa,Unemployed,8,18,9,Opportunity_Shortage,There are very few job openings in Mombasa,Job creation initiative
22,Male,Primary,Nyeri,Unemployed,5,11,34,Opportunity_Shortage,Companies aren't hiring in my field right now,Gig economy onboarding
30,Female,Diploma,Kakamega,Employed,6,11,31,Geographic_Barrier,There's an urban-rural divide in job availability,Commuter subsidy
20,Male,Bachelor,Mombasa,Unemployed,2,3,27,Geographic_Barrier,Jobs in my field are only available far from where I live,Relocation support
29,Male,Secondary,Eldoret,Unemployed,11,19,1,Opportunity_Shortage,Companies aren't hiring in my field right now,Job creation initiative
35,Female,Secondary,Machakos,Unemployed,3,49,15,Skills_Gap,Companies want experience with technologies I haven't learned,Digital skills bootcamp
34,Female,Secondary,Nairobi,Unemployed,11,38,6,Skills_Gap,I need additional training to qualify for available positions,Apprenticeship placement
22,Female,Primary,Nyeri,Unemployed,2,23,17,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
29,Female,Secondary,Nairobi,Self-employed,1,21,10,Skills_Gap,I need additional training to qualify for available positions,Digital skills bootcamp
22,Male,Diploma,Eldoret,Employed,12,2,29,Geographic_Barrier,Living in Eldoret limits my access to job opportunities,Remote work opportunity
32,Male,Diploma,Kakamega,Unemployed,12,41,24,Skills_Gap,My current skills are outdated for the modern job market in Kakamega,Digital skills bootcamp
29,Male,Bachelor,Nairobi,Self-employed,12,31,5,Geographic_Barrier,I can't relocate to where the jobs are available,Commuter subsidy
23,Female,Primary,Nairobi,Self-employed,9,48,16,Geographic_Barrier,Remote work options are limited in my field,Commuter subsidy
35,Male,Primary,Kisumu,Employed,4,43,24,Skills_Gap,My current skills are outdated for the modern job market in Kisumu,Apprenticeship placement
23,Female,Diploma,Kakamega,Unemployed,10,38,30,Opportunity_Shortage,Companies aren't hiring in my field right now,Job creation initiative
28,Male,Bachelor,Kisumu,Unemployed,0,4,10,Market_Mismatch,My skills are not valued in the current job market,Industry transition program
29,Male,Primary,Mombasa,Employed,2,17,28,Resource_Constraints,The cost of living while job hunting is too high,Business incubation
32,Female,Secondary,Kisumu,Unemployed,0,22,28,Skills_Gap,My current skills are outdated for the modern job market in Kisumu,Industry certifications
22,Male,Secondary,Eldoret,Unemployed,6,39,20,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
30,Female,Secondary,Nakuru,Unemployed,12,23,5,Opportunity_Shortage,Too many graduates are competing for too few positions,Gig economy onboarding
24,Male,Bachelor,Eldoret,Employed,11,36,33,Market_Mismatch,The industry I trained for is declining in Kenya,Career redirection counseling
29,Male,Primary,Kisumu,Self-employed,13,19,31,Skills_Gap,I lack the technical skills needed for jobs in my field,Digital skills bootcamp
22,Female,Masters,Kakamega,Self-employed,9,25,9,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
33,Male,Secondary,Kisumu,Self-employed,13,11,10,Market_Mismatch,My skills are not valued in the current job market,Alternative career path mentorship
23,Female,Diploma,Kisumu,Student,11,13,13,Resource_Constraints,Starting my own business requires capital I don't have,Transport subsidy
28,Male,Secondary,Eldoret,Employed,8,14,23,Geographic_Barrier,There's an urban-rural divide in job availability,Commuter subsidy
24,Male,Bachelor,Machakos,Unemployed,13,30,9,Resource_Constraints,I need financial support to relocate where jobs are available,Job search stipend
33,Female,Bachelor,Nyeri,Unemployed,13,33,21,Skills_Gap,My current skills are outdated for the modern job market in Nyeri,Technical training program
34,Male,Masters,Mombasa,Unemployed,12,34,33,Market_Mismatch,My skills are not valued in the current job market,Career redirection counseling
31,Female,Diploma,Kakamega,Student,2,14,26,Resource_Constraints,I lack resources to continue searching for jobs,Job search stipend
19,Female,Bachelor,Mombasa,Unemployed,8,34,14,Skills_Gap,I lack the technical skills needed for jobs in my field,Apprenticeship placement
22,Male,Diploma,Mombasa,Unemployed,8,48,5,Skills_Gap,I need additional training to qualify for available positions,Apprenticeship placement
20,Female,Primary,Nyeri,Self-employed,11,30,18,Opportunity_Shortage,Too many graduates are competing for too few positions,Job creation initiative
34,Male,Secondary,Mombasa,Self-employed,10,45,16,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
31,Female,Diploma,Kakamega,Employed,8,6,5,Market_Mismatch,My skills are not valued in the current job market,Skill conversion training
32,Male,Primary,Nakuru,Employed,0,6,20,Geographic_Barrier,Living in Nakuru limits my access to job opportunities,Satellite office placement
25,Male,Secondary,Kakamega,Student,10,37,0,Skills_Gap,Companies want experience with technologies I haven't learned,Digital skills bootcamp
26,Male,Secondary,Nakuru,Unemployed,0,25,24,Opportunity_Shortage,Too many graduates are competing for too few positions,Entrepreneurship support
32,Female,Secondary,Nyeri,Unemployed,12,11,21,Geographic_Barrier,I can't relocate to where the jobs are available,Satellite office placement
19,Female,Bachelor,Machakos,Unemployed,14,20,7,Opportunity_Shortage,Too many graduates are competing for too few positions,Public works program
32,Male,Primary,Eldoret,Unemployed,8,27,17,Opportunity_Shortage,The job market in Eldoret is saturated with job seekers,Job creation initiative
18,Male,Bachelor,Kisumu,Self-employed,8,47,14,Opportunity_Shortage,Too many graduates are competing for too few positions,Public works program
22,Female,Secondary,Kisumu,Unemployed,6,18,28,Skills_Gap,My current skills are outdated for the modern job market in Kisumu,Technical training program
24,Male,Primary,Machakos,Unemployed,1,36,18,Opportunity_Shortage,There are very few job openings in Machakos,Gig economy onboarding
32,Female,Diploma,Mombasa,Self-employed,2,20,3,Market_Mismatch,There's a disconnect between my education and available jobs,Industry transition program
22,Male,Secondary,Nyeri,Unemployed,2,29,35,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Gig economy onboarding
33,Female,Diploma,Mombasa,Unemployed,4,34,7,Market_Mismatch,My Diploma qualification doesn't match what employers want,Career redirection counseling
22,Male,Primary,Eldoret,Unemployed,11,36,34,Skills_Gap,My education didn't provide practical skills employers need,Industry certifications
28,Female,Masters,Kisumu,Employed,0,38,19,Skills_Gap,I need additional training to qualify for available positions,Industry certifications
35,Male,Secondary,Nairobi,Unemployed,12,47,22,Skills_Gap,I need additional training to qualify for available positions,Technical training program
34,Female,Secondary,Kakamega,Unpaid work,9,40,32,Skills_Gap,My current skills are outdated for the modern job market in Kakamega,Industry certifications
33,Male,Secondary,Kakamega,Unemployed,5,21,19,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
22,Male,Bachelor,Mombasa,Employed,8,36,30,Opportunity_Shortage,Companies aren't hiring in my field right now,Public works program
22,Male,Secondary,Machakos,Unemployed,5,4,5,Resource_Constraints,The cost of living while job hunting is too high,Job search stipend
25,Female,Secondary,Eldoret,Unemployed,5,32,30,Resource_Constraints,The cost of living while job hunting is too high,Transport subsidy
22,Female,Primary,Kisumu,Employed,2,33,23,Opportunity_Shortage,There are very few job openings in Kisumu,Public works program
26,Female,Secondary,Machakos,Employed,14,29,23,Opportunity_Shortage,There are very few job openings in Machakos,Job creation initiative
25,Male,Diploma,Nakuru,Employed,13,13,19,Market_Mismatch,My field of study doesn't have many opportunities locally,Industry transition program
19,Male,Primary,Nairobi,Self-employed,11,22,0,Resource_Constraints,Starting my own business requires capital I don't have,Job search stipend
24,Male,Bachelor,Eldoret,Unemployed,5,18,19,Opportunity_Shortage,Companies aren't hiring in my field right now,Public works program
32,Female,Bachelor,Kakamega,Student,1,2,31,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Gig economy onboarding
23,Male,Secondary,Kisumu,Unemployed,0,39,29,Resource_Constraints,I lack resources to continue searching for jobs,Startup capital support
21,Female,Bachelor,Kakamega,Unemployed,8,4,34,Skills_Gap,My current skills are outdated for the modern job market in Kakamega,Industry certifications
18,Female,Primary,Kakamega,Student,12,18,12,Opportunity_Shortage,Too many graduates are competing for too few positions,Entrepreneurship support
27,Female,Bachelor,Eldoret,Unemployed,3,23,13,Market_Mismatch,My skills are not valued in the current job market,Alternative career path mentorship
31,Male,Secondary,Machakos,Self-employed,2,10,32,Skills_Gap,My current skills are outdated for the modern job market in Machakos,Digital skills bootcamp
20,Female,Secondary,Machakos,Unemployed,10,32,14,Resource_Constraints,I need financial support to relocate where jobs are available,Startup capital support
29,Male,Secondary,Nyeri,Employed,7,25,24,Skills_Gap,Companies want experience with technologies I haven't learned,Technical training program
29,Female,Masters,Nairobi,Unemployed,9,29,18,Opportunity_Shortage,Companies aren't hiring in my field right now,Entrepreneurship support
32,Male,Diploma,Kisumu,Employed,1,31,20,Skills_Gap,My current skills are outdated for the modern job market in Kisumu,Apprenticeship placement
21,Male,Masters,Nyeri,Employed,9,5,5,Resource_Constraints,I lack resources to continue searching for jobs,Business incubation
33,Male,Diploma,Nairobi,Unemployed,9,27,32,Skills_Gap,Companies want experience with technologies I haven't learned,Apprenticeship placement
26,Male,Primary,Nakuru,Student,10,43,27,Resource_Constraints,The cost of living while job hunting is too high,Business incubation
26,Male,Bachelor,Mombasa,Unpaid work,1,22,14,Skills_Gap,Companies want experience with technologies I haven't learned,Technical training program
18,Female,Diploma,Nyeri,Self-employed,14,43,12,Skills_Gap,Companies want experience with technologies I haven't learned,Digital skills bootcamp
25,Male,Secondary,Nairobi,Unemployed,12,2,22,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
27,Female,Primary,Eldoret,Self-employed,2,31,10,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
21,Female,Bachelor,Kakamega,Self-employed,14,49,1,Market_Mismatch,My Bachelor qualification doesn't match what employers want,Alternative career path mentorship
23,Female,PhD,Nakuru,Unemployed,0,45,13,Resource_Constraints,Starting my own business requires capital I don't have,Business incubation
32,Female,Secondary,Kisumu,Unemployed,7,41,29,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
21,Male,Secondary,Nakuru,Employed,10,11,1,Resource_Constraints,I can't afford the transportation costs for interviews,Job search stipend
24,Male,Primary,Machakos,Unemployed,6,35,34,Geographic_Barrier,Remote work options are limited in my field,Relocation support
30,Male,Diploma,Nyeri,Student,9,28,5,Market_Mismatch,The industry I trained for is declining in Kenya,Industry transition program
32,Male,Secondary,Nakuru,Unemployed,3,43,16,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Gig economy onboarding
29,Male,Primary,Eldoret,Employed,11,23,13,Resource_Constraints,Starting my own business requires capital I don't have,Startup capital support
31,Female,Secondary,Eldoret,Unemployed,7,5,17,Opportunity_Shortage,Companies aren't hiring in my field right now,Job creation initiative
31,Female,Secondary,Kakamega,Unemployed,4,37,11,Geographic_Barrier,I can't relocate to where the jobs are available,Relocation support
31,Male,Bachelor,Nyeri,Self-employed,10,30,21,Resource_Constraints,I need financial support to relocate where jobs are available,Transport subsidy
33,Male,Secondary,Kisumu,Unpaid work,14,44,22,Skills_Gap,My current skills are outdated for the modern job market in Kisumu,Digital skills bootcamp
22,Female,Masters,Nakuru,Unemployed,14,28,9,Market_Mismatch,There's a disconnect between my education and available jobs,Industry transition program
21,Female,Diploma,Nairobi,Unemployed,6,32,8,Opportunity_Shortage,Too many graduates are competing for too few positions,Entrepreneurship support
35,Female,Bachelor,Mombasa,Unemployed,5,17,19,Opportunity_Shortage,There are very few job openings in Mombasa,Public works program
26,Male,Secondary,Machakos,Unpaid work,5,15,27,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
31,Female,Secondary,Mombasa,Unemployed,2,46,29,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
31,Female,Secondary,Mombasa,Student,14,17,17,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
21,Female,Bachelor,Nairobi,Self-employed,13,19,9,Resource_Constraints,I lack resources to continue searching for jobs,Transport subsidy
18,Female,Diploma,Nakuru,Unemployed,4,27,5,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Public works program
29,Female,Secondary,Nyeri,Unemployed,10,31,31,Skills_Gap,Companies want experience with technologies I haven't learned,Industry certifications
21,Male,Secondary,Mombasa,Unemployed,2,32,6,Skills_Gap,I lack the technical skills needed for jobs in my field,Digital skills bootcamp
26,Female,Secondary,Nyeri,Employed,8,25,24,Opportunity_Shortage,The job market in Nyeri is saturated with job seekers,Entrepreneurship support
27,Male,Primary,Kakamega,Unemployed,6,42,13,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
24,Female,Diploma,Eldoret,Student,6,28,21,Geographic_Barrier,I can't relocate to where the jobs are available,Relocation support
30,Male,Secondary,Eldoret,Employed,8,39,32,Market_Mismatch,My Secondary qualification doesn't match what employers want,Industry transition program
18,Female,Bachelor,Eldoret,Student,11,48,33,Geographic_Barrier,Jobs in my field are only available far from where I live,Relocation support
32,Female,Secondary,Machakos,Unemployed,4,44,13,Opportunity_Shortage,The job market in Machakos is saturated with job seekers,Entrepreneurship support
28,Female,Primary,Nairobi,Employed,7,5,15,Market_Mismatch,My field of study doesn't have many opportunities locally,Career redirection counseling
19,Male,Diploma,Kakamega,Student,1,9,6,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
35,Female,Secondary,Nairobi,Employed,8,19,17,Skills_Gap,I need additional training to qualify for available positions,Technical training program
25,Female,PhD,Nakuru,Unpaid work,13,2,0,Geographic_Barrier,Jobs in my field are only available far from where I live,Remote work opportunity
28,Male,Primary,Kakamega,Self-employed,5,2,30,Geographic_Barrier,Jobs in my field are only available far from where I live,Commuter subsidy
20,Male,Primary,Kakamega,Employed,14,44,11,Skills_Gap,My current skills are outdated for the modern job market in Kakamega,Digital skills bootcamp
32,Female,Bachelor,Nairobi,Unemployed,5,4,15,Opportunity_Shortage,Too many graduates are competing for too few positions,Gig economy onboarding
24,Male,Primary,Kakamega,Employed,7,13,30,Skills_Gap,I need additional training to qualify for available positions,Technical training program
28,Female,Primary,Machakos,Self-employed,12,7,28,Opportunity_Shortage,Companies aren't hiring in my field right now,Gig economy onboarding
34,Male,Bachelor,Nairobi,Unemployed,6,8,5,Market_Mismatch,My skills are not valued in the current job market,Skill conversion training
18,Female,PhD,Mombasa,Unemployed,5,6,1,Opportunity_Shortage,Too many graduates are competing for too few positions,Entrepreneurship support
23,Female,Secondary,Kisumu,Employed,14,9,31,Skills_Gap,My education didn't provide practical skills employers need,Apprenticeship placement
32,Male,Secondary,Kisumu,Unemployed,11,37,5,Skills_Gap,I lack the technical skills needed for jobs in my field,Digital skills bootcamp
24,Female,Secondary,Nyeri,Self-employed,10,29,35,Resource_Constraints,I lack resources to continue searching for jobs,Business incubation
18,Male,Diploma,Nakuru,Self-employed,6,14,18,Skills_Gap,I need additional training to qualify for available positions,Industry certifications
18,Male,Secondary,Nairobi,Self-employed,10,4,23,Opportunity_Shortage,There are very few job openings in Nairobi,Gig economy onboarding
22,Male,Diploma,Eldoret,Unpaid work,9,13,9,Skills_Gap,I lack the technical skills needed for jobs in my field,Technical training program
22,Female,Secondary,Kisumu,Unemployed,3,40,6,Skills_Gap,I need additional training to qualify for available positions,Technical training program
25,Male,Diploma,Mombasa,Self-employed,3,43,14,Market_Mismatch,My skills are not valued in the current job market,Industry transition program
32,Male,Secondary,Eldoret,Employed,9,1,27,Geographic_Barrier,Jobs in my field are only available far from where I live,Satellite office placement
34,Male,Primary,Machakos,Unemployed,0,28,30,Skills_Gap,My current skills are outdated for the modern job market in Machakos,Apprenticeship placement
22,Female,Bachelor,Machakos,Unemployed,13,31,14,Opportunity_Shortage,There are very few job openings in Machakos,Gig economy onboarding
18,Male,Diploma,Kisumu,Self-employed,6,19,1,Resource_Constraints,Starting my own business requires capital I don't have,Business incubation
30,Male,Secondary,Nyeri,Unemployed,1,19,12,Market_Mismatch,The industry I trained for is declining in Kenya,Industry transition program
19,Male,Secondary,Eldoret,Unemployed,9,35,23,Skills_Gap,My current skills are outdated for the modern job market in Eldoret,Industry certifications
25,Male,Diploma,Kisumu,Unemployed,7,11,18,Opportunity_Shortage,Too many graduates are competing for too few positions,Public works program
18,Female,Bachelor,Nairobi,Employed,9,44,7,Resource_Constraints,I can't afford the transportation costs for interviews,Transport subsidy
25,Female,Bachelor,Kisumu,Self-employed,7,24,24,Resource_Constraints,Starting my own business requires capital I don't have,Transport subsidy
32,Female,Diploma,Nakuru,Self-employed,6,4,27,Resource_Constraints,I can't afford the transportation costs for interviews,Transport subsidy
29,Female,Secondary,Nyeri,Unemployed,14,23,20,Geographic_Barrier,Remote work options are limited in my field,Satellite office placement
19,Male,Diploma,Machakos,Unemployed,14,49,11,Market_Mismatch,My skills are not valued in the current job market,Industry transition program
18,Female,Bachelor,Mombasa,Student,10,43,13,Opportunity_Shortage,The job market in Mombasa is saturated with job seekers,Entrepreneurship support
22,Male,Bachelor,Machakos,Unemployed,14,18,2,Resource_Constraints,I need financial support to relocate where jobs are available,Startup capital support
25,Male,Secondary,Nyeri,Employed,0,0,6,Opportunity_Shortage,The job market in Nyeri is saturated with job seekers,Entrepreneurship support
28,Male,Secondary,Machakos,Self-employed,1,15,30,Skills_Gap,My education didn't provide practical skills employers need,Digital skills bootcamp
27,Female,Primary,Kakamega,Unemployed,10,14,12,Geographic_Barrier,Remote work options are limited in my field,Satellite office placement
33,Male,Bachelor,Eldoret,Employed,0,2,9,Resource_Constraints,The cost of living while job hunting is too high,Startup capital support
27,Female,Secondary,Kakamega,Student,12,5,34,Resource_Constraints,The cost of living while job hunting is too high,Transport subsidy
24,Female,Diploma,Nakuru,Unemployed,14,29,26,Geographic_Barrier,There's an urban-rural divide in job availability,Satellite office placement
20,Female,Primary,Eldoret,Employed,1,43,18,Geographic_Barrier,I can't relocate to where the jobs are available,Relocation support
35,Male,Primary,Kakamega,Student,6,25,29,Opportunity_Shortage,The job market in Kakamega is saturated with job seekers,Public works program
24,Female,Primary,Mombasa,Self-employed,5,17,20,Skills_Gap,I need additional training to qualify for available positions,Technical training program
21,Female,Bachelor,Mombasa,Unemployed,0,47,2,Market_Mismatch,My field of study doesn't have many opportunities locally,Career redirection counseling
30,Male,Secondary,Nakuru,Employed,13,35,29,Skills_Gap,My current skills are outdated for the modern job market in Nakuru,Industry certifications
32,Male,Bachelor,Nakuru,Unemployed,7,19,27,Opportunity_Shortage,The job market in Nakuru is saturated with job seekers,Gig economy onboarding
26,Male,Secondary,Nakuru,Student,0,38,16,Resource_Constraints,I can't afford the transportation costs for interviews,Business incubation
21,Female,Secondary,Mombasa,Employed,10,47,4,Resource_Constraints,I need financial support to relocate where jobs are available,Job search stipend
27,Female,Masters,Nairobi,Employed,9,17,15,Resource_Constraints,I can't afford the transportation costs for interviews,Job search stipend
21,Male,Primary,Kakamega,Unemployed,8,22,23,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
21,Male,Bachelor,Nairobi,Student,10,33,0,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
19,Male,Diploma,Eldoret,Unemployed,12,49,9,Market_Mismatch,My field of study doesn't have many opportunities locally,Industry transition program
21,Male,Diploma,Nyeri,Employed,10,27,26,Market_Mismatch,My Diploma qualification doesn't match what employers want,Industry transition program
31,Female,Secondary,Nakuru,Unemployed,3,9,10,Skills_Gap,My education didn't provide practical skills employers need,Apprenticeship placement
26,Male,Masters,Nakuru,Student,6,36,1,Skills_Gap,My education didn't provide practical skills employers need,Apprenticeship placement
24,Male,Diploma,Nyeri,Employed,14,37,7,Resource_Constraints,Starting my own business requires capital I don't have,Business incubation
35,Male,Bachelor,Kakamega,Employed,9,29,11,Skills_Gap,My current skills are outdated for the modern job market in Kakamega,Industry certifications
28,Male,Diploma,Mombasa,Unemployed,4,38,35,Skills_Gap,I lack the technical skills needed for jobs in my field,Apprenticeship placement
19,Female,Bachelor,Nyeri,Employed,3,41,29,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Job creation initiative
28,Male,Diploma,Nyeri,Employed,11,41,5,Skills_Gap,I lack the technical skills needed for jobs in my field,Technical training program
25,Female,Secondary,Eldoret,Unemployed,7,41,2,Skills_Gap,I need additional training to qualify for available positions,Apprenticeship placement
26,Female,Diploma,Kakamega,Employed,12,30,34,Resource_Constraints,The cost of living while job hunting is too high,Business incubation
31,Female,Secondary,Mombasa,Employed,2,15,35,Opportunity_Shortage,The job market in Mombasa is saturated with job seekers,Public works program
31,Female,Bachelor,Machakos,Employed,12,18,13,Market_Mismatch,My skills are not valued in the current job market,Industry transition program
21,Male,Masters,Kakamega,Student,4,43,11,Opportunity_Shortage,Too many graduates are competing for too few positions,Entrepreneurship support
19,Female,Bachelor,Kisumu,Unemployed,10,5,19,Opportunity_Shortage,There are very few job openings in Kisumu,Job creation initiative
20,Male,Primary,Kakamega,Employed,14,32,29,Market_Mismatch,The industry I trained for is declining in Kenya,Career redirection counseling
31,Male,Primary,Nakuru,Student,8,0,18,Market_Mismatch,My field of study doesn't have many opportunities locally,Skill conversion training
25,Female,Secondary,Kakamega,Self-employed,1,5,8,Resource_Constraints,I lack resources to continue searching for jobs,Business incubation
29,Male,Primary,Eldoret,Employed,9,42,22,Market_Mismatch,My skills are not valued in the current job market,Alternative career path mentorship
27,Male,Primary,Nyeri,Unemployed,7,28,35,Opportunity_Shortage,There are very few job openings in Nyeri,Entrepreneurship support
30,Female,Primary,Kakamega,Unemployed,2,35,7,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
19,Female,Primary,Nairobi,Employed,8,49,12,Resource_Constraints,I lack resources to continue searching for jobs,Startup capital support
22,Female,Diploma,Nyeri,Self-employed,10,18,21,Geographic_Barrier,Remote work options are limited in my field,Satellite office placement
20,Female,Secondary,Nakuru,Self-employed,0,35,34,Geographic_Barrier,Living in Nakuru limits my access to job opportunities,Relocation support
31,Male,Secondary,Nakuru,Employed,10,49,11,Market_Mismatch,My skills are not valued in the current job market,Skill conversion training
27,Male,Bachelor,Eldoret,Unemployed,4,11,0,Opportunity_Shortage,There are very few job openings in Eldoret,Entrepreneurship support
18,Female,Primary,Nairobi,Unemployed,4,9,13,Skills_Gap,My current skills are outdated for the modern job market in Nairobi,Apprenticeship placement
22,Female,Primary,Nairobi,Employed,5,44,13,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
29,Male,Secondary,Nairobi,Self-employed,4,32,18,Resource_Constraints,Starting my own business requires capital I don't have,Startup capital support
25,Female,Primary,Nairobi,Unemployed,10,12,21,Resource_Constraints,I lack resources to continue searching for jobs,Business incubation
25,Male,PhD,Nakuru,Employed,0,10,16,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Job creation initiative
20,Male,Secondary,Nakuru,Student,3,49,33,Resource_Constraints,I can't afford the transportation costs for interviews,Job search stipend
34,Female,Diploma,Nairobi,Student,0,27,20,Resource_Constraints,I can't afford the transportation costs for interviews,Transport subsidy
19,Female,Diploma,Machakos,Student,14,19,31,Opportunity_Shortage,The economy isn't creating enough jobs for graduates,Entrepreneurship support
33,Female,Diploma,Machakos,Employed,11,18,8,Resource_Constraints,I lack resources to continue searching for jobs,Startup capital support
23,Female,Primary,Mombasa,Student,1,31,12,Skills_Gap,My current skills are outdated for the modern job market in Mombasa,Apprenticeship placement
34,Male,Primary,Kisumu,Unemployed,7,15,9,Skills_Gap,My current skills are outdated for the modern job market in Kisumu,Apprenticeship placement
28,Male,Secondary,Machakos,Unpaid work,2,34,1,Market_Mismatch,My field of study doesn't have many opportunities locally,Skill conversion training
26,Female,Bachelor,Nairobi,Employed,13,36,3,Market_Mismatch,My skills are not valued in the current job market,Career redirection counseling
27,Female,Diploma,Mombasa,Employed,10,20,3,Resource_Constraints,I can't afford the transportation costs for interviews,Job search stipend
31,Female,Secondary,Mombasa,Unemployed,5,47,21,Skills_Gap,I need additional training to qualify for available positions,Technical training program
29,Female,Secondary,Nakuru,Employed,7,33,25,Opportunity_Shortage,Too many graduates are competing for too few positions,Gig economy onboarding
31,Female,Masters,Machakos,Employed,13,12,4,Geographic_Barrier,There's an urban-rural divide in job availability,Commuter subsidy
21,Male,Bachelor,Nakuru,Unemployed,7,19,14,Opportunity_Shortage,Too many graduates are competing for too few positions,Entrepreneurship support
18,Female,Primary,Mombasa,Employed,10,6,10,Resource_Constraints,I need financial support to relocate where jobs are available,Transport subsidy
24,Male,Diploma,Machakos,Self-employed,5,31,23,Skills_Gap,My current skills are outdated for the modern job market in Machakos,Digital skills bootcamp
35,Male,Secondary,Nakuru,Unemployed,0,3,26,Skills_Gap,I need additional training to qualify for available positions,Digital skills bootcamp
35,Female,Bachelor,Machakos,Employed,14,37,25,Resource_Constraints,The cost of living while job hunting is too high,Business incubation
20,Female,Secondary,Nyeri,Employed,8,49,25,Geographic_Barrier,Jobs in my field are only available far from where I live,Remote work opportunity
21,Male,Secondary,Kakamega,Employed,10,1,13,Opportunity_Shortage,The job market in Kakamega is saturated with job seekers,Job creation initiative
22,Male,Secondary,Machakos,Unemployed,0,31,33,Skills_Gap,I lack the technical skills needed for jobs in my field,Technical training program
34,Female,Bachelor,Kisumu,Self-employed,6,46,5,Opportunity_Shortage,Companies aren't hiring in my field right now,Public works program
22,Female,Diploma,Nakuru,Student,1,18,12,Geographic_Barrier,I can't relocate to where the jobs are available,Commuter subsidy
27,Male,Secondary,Nakuru,Unemployed,6,38,27,Skills_Gap,My current skills are outdated for the modern job market in Nakuru,Apprenticeship placement
23,Male,Bachelor,Nyeri,Unemployed,2,0,4,Opportunity_Shortage,Too many graduates are competing for too few positions,Gig economy onboarding
28,Female,Diploma,Nakuru,Employed,10,1,17,Resource_Constraints,I can't afford the transportation costs for interviews,Job search stipend
21,Male,Secondary,Nakuru,Unemployed,11,45,22,Resource_Constraints,I can't afford the transportation costs for interviews,Job search stipend
27,Male,Diploma,Nyeri,Employed,13,26,24,Resource_Constraints,Starting my own business requires capital I don't have,Transport subsidy
35,Female,Diploma,Eldoret,Unemployed,12,49,22,Opportunity_Shortage,The job market in Eldoret is saturated with job seekers,Entrepreneurship support
29,Male,Bachelor,Mombasa,Employed,14,22,23,Market_Mismatch,There's a disconnect between my education and available jobs,Industry transition program
35,Female,Secondary,Kakamega,Student,8,17,16,Opportunity_Shortage,There are very few job openings in Kakamega,Gig economy onboarding
29,Male,Secondary,Machakos,Unpaid work,0,45,33,Resource_Constraints,I lack resources to continue searching for jobs,Transport subsidy
33,Male,Bachelor,Nyeri,Unemployed,12,18,19,Opportunity_Shortage,The job market in Nyeri is saturated with job seekers,Entrepreneurship support
23,Male,Bachelor,Kisumu,Unemployed,7,17,22,Opportunity_Shortage,There are very few job openings in Kisumu,Gig economy onboarding
19,Male,Secondary,Nyeri,Unemployed,10,30,14,Skills_Gap,My education didn't provide practical skills employers need,Industry certifications
33,Male,Secondary,Nakuru,Student,11,34,16,Resource_Constraints,The cost of living while job hunting is too high,Business incubation
25,Male,Diploma,Nakuru,Employed,1,22,10,Resource_Constraints,I need financial support to relocate where jobs are available,Startup capital support
19,Male,Secondary,Eldoret,Unemployed,11,21,0,Skills_Gap,I need additional training to qualify for available positions,Industry certifications
33,Female,Bachelor,Nairobi,Unpaid work,4,24,15,Market_Mismatch,My field of study doesn't have many opportunities locally,Skill conversion training
25,Male,Secondary,Nairobi,Student,12,18,8,Skills_Gap,My education didn't provide practical skills employers need,Technical training program
25,Male,Bachelor,Nyeri,Self-employed,6,34,20,Skills_Gap,My current skills are outdated for the modern job market in Nyeri,Apprenticeship placement
26,Female,Secondary,Nairobi,Employed,2,4,27,Market_Mismatch,My skills are not valued in the current job market,Skill conversion training
32,Male,Primary,Mombasa,Student,6,48,31,Skills_Gap,I need additional training to qualify for available positions,Technical training program
